date,state,avg_temp_c,rainfall_mm,humidity_pct,wind_speed_mps
2022-04,Kerala,26.72,30.5,49.69,3.23
2022-05,Kerala,24.04,12.64,83.45,2.69
2022-06,Kerala,21.11,3.65,60.38,1.54
2022-07,Kerala,18.43,22.09,54.37,1.61
2022-08,Kerala,16.3,7.62,68.92,3.87
2022-09,Kerala,15.34,25.62,66.24,3.91
2022-10,Kerala,18.01,36.42,49.62,1.35
2022-11,Kerala,19.32,20.19,59.99,4.43
2022-12,Kerala,22.75,9.6,57.06,3.05
2023-01,Kerala,23.39,24.24,73.87,3.96
2023-02,Kerala,27.77,22.02,65.11,2.02
2023-03,Kerala,27.56,27.9,84.61,3.92
2023-04,Kerala,26.88,16.22,63.46,1.86
2023-05,Kerala,24.74,32.87,52.49,1.78
2023-06,Kerala,22.51,16.64,81.25,2.02
2023-07,Kerala,19.39,32.56,58.0,2.2
2023-08,Kerala,16.48,8.21,64.71,2.29
2023-09,Kerala,15.22,2.69,63.26,4.81
2023-10,Kerala,16.57,35.28,64.66,2.86
2023-11,Kerala,20.12,3.92,57.58,4.88
2023-12,Kerala,21.59,1.37,83.42,2.99
2024-01,Kerala,24.17,29.09,71.31,4.09
2024-02,Kerala,26.57,11.84,83.74,3.36
2024-03,Kerala,27.57,8.39,84.93,4.71
2024-04,Kerala,27.64,30.74,64.77,1.34
2024-05,Kerala,24.08,2.99,50.34,4.6
2024-06,Kerala,22.32,19.61,76.45,5.8
2024-07,Kerala,20.57,1.59,54.27,3.79
2024-08,Kerala,18.13,10.45,77.13,5.43
2024-09,Kerala,16.44,20.39,57.63,2.75
2024-10,Kerala,17.68,3.19,70.36,1.04
2024-11,Kerala,19.92,14.61,84.61,2.84
2024-12,Kerala,21.15,17.31,59.22,4.59
2025-01,Kerala,25.64,31.51,72.22,4.16
2025-02,Kerala,25.24,14.69,65.66,4.05
2025-03,Kerala,27.91,33.62,56.21,1.14
2025-04,Kerala,27.73,3.73,50.98,4.74
2025-05,Kerala,26.18,42.73,66.01,5.46
2025-06,Kerala,20.61,17.37,82.55,2.46
2025-07,Kerala,18.29,6.06,77.42,5.11
2025-08,Kerala,18.47,23.82,67.11,2.12
2025-09,Kerala,15.63,19.04,76.23,4.05
2025-10,Kerala,18.19,38.67,54.79,1.25
2025-11,Kerala,17.67,22.72,50.1,2.99
2025-12,Kerala,21.99,4.95,76.45,1.27
1975-01,Madhya Pradesh,30.67,4.99,81.49,1.03
1975-02,Madhya Pradesh,34.31,3.94,65.26,5.81
1975-03,Madhya Pradesh,34.34,13.44,50.4,1.63
1975-04,Madhya Pradesh,34.05,10.38,52.79,3.34
1975-05,Madhya Pradesh,27.82,30.69,72.84,4.21
1975-06,Madhya Pradesh,28.19,6.49,51.67,1.31
1975-07,Madhya Pradesh,25.15,12.15,52.27,1.46
1975-08,Madhya Pradesh,22.0,14.19,73.95,5.21
1975-09,Madhya Pradesh,20.4,16.41,74.48,1.1
1975-10,Madhya Pradesh,22.8,15.01,64.11,2.38
1975-11,Madhya Pradesh,22.83,9.74,69.08,2.25
1975-12,Madhya Pradesh,29.88,8.96,66.83,4.51
1976-01,Madhya Pradesh,30.44,37.69,54.69,4.73
1976-02,Madhya Pradesh,33.19,19.72,72.47,4.27
1976-03,Madhya Pradesh,33.47,2.98,81.82,1.62
1976-04,Madhya Pradesh,34.18,26.34,67.23,1.83
1976-05,Madhya Pradesh,31.03,11.6,70.97,1.5
1976-06,Madhya Pradesh,26.95,21.5,74.12,1.67
1976-07,Madhya Pradesh,24.41,39.06,45.08,1.32
1976-08,Madhya Pradesh,23.09,0.98,69.94,3.81
1976-09,Madhya Pradesh,22.03,8.59,47.88,2.25
1976-10,Madhya Pradesh,23.12,45.23,78.83,4.96
1976-11,Madhya Pradesh,23.29,11.13,45.8,5.08
1976-12,Madhya Pradesh,26.74,6.79,83.22,1.51
1977-01,Madhya Pradesh,29.31,3.76,82.15,3.12
1977-02,Madhya Pradesh,31.09,3.48,72.15,4.85
1977-03,Madhya Pradesh,32.08,39.73,60.35,1.15
1977-04,Madhya Pradesh,33.42,12.18,81.24,1.85
1977-05,Madhya Pradesh,30.74,26.16,56.6,2.49
1977-06,Madhya Pradesh,27.68,27.25,70.98,1.89
1977-07,Madhya Pradesh,26.09,5.57,70.66,1.9
1977-08,Madhya Pradesh,23.31,10.82,46.59,3.83
1977-09,Madhya Pradesh,21.51,9.54,67.5,1.16
1977-10,Madhya Pradesh,23.68,23.43,62.41,1.15
1977-11,Madhya Pradesh,24.92,26.62,51.18,1.6
1977-12,Madhya Pradesh,28.17,17.25,62.02,1.96
1978-01,Madhya Pradesh,29.14,28.03,69.93,5.1
1978-02,Madhya Pradesh,33.36,26.28,78.56,4.27
1978-03,Madhya Pradesh,33.07,21.28,49.14,3.92
1978-04,Madhya Pradesh,33.28,27.89,52.92,5.35
1978-05,Madhya Pradesh,30.65,37.98,71.0,1.79
1978-06,Madhya Pradesh,29.07,10.75,72.21,3.74
1978-07,Madhya Pradesh,27.34,1.27,76.68,5.37
1978-08,Madhya Pradesh,22.31,13.6,72.49,1.99
1978-09,Madhya Pradesh,22.33,25.06,84.42,5.54
1978-10,Madhya Pradesh,23.26,6.28,80.31,4.66
1978-11,Madhya Pradesh,23.45,36.73,63.77,5.38
1978-12,Madhya Pradesh,28.39,17.37,77.76,2.88
1979-01,Madhya Pradesh,29.49,9.57,83.22,5.43
1979-02,Madhya Pradesh,32.24,8.61,48.91,2.08
1979-03,Madhya Pradesh,34.14,6.78,64.49,5.71
1979-04,Madhya Pradesh,32.79,23.52,54.15,3.63
1979-05,Madhya Pradesh,29.96,10.45,81.65,5.54
1979-06,Madhya Pradesh,27.56,20.91,78.29,1.62
1979-07,Madhya Pradesh,24.27,10.63,56.91,4.98
1979-08,Madhya Pradesh,23.17,2.65,52.92,3.87
1979-09,Madhya Pradesh,22.11,5.7,46.57,5.91
1979-10,Madhya Pradesh,24.01,44.46,84.79,5.16
1979-11,Madhya Pradesh,26.17,11.61,57.95,2.02
1979-12,Madhya Pradesh,29.08,12.76,48.55,2.2
1980-01,Madhya Pradesh,30.8,19.29,52.84,2.04
1980-02,Madhya Pradesh,32.85,7.17,60.9,4.05
1980-03,Madhya Pradesh,32.46,16.43,59.34,2.89
1980-04,Madhya Pradesh,32.82,34.08,80.34,1.5
1980-05,Madhya Pradesh,29.38,6.64,50.65,3.59
1980-06,Madhya Pradesh,30.5,12.82,65.7,2.69
1980-07,Madhya Pradesh,25.96,3.69,78.24,4.42
1980-08,Madhya Pradesh,21.71,20.61,66.42,1.9
1980-09,Madhya Pradesh,23.62,4.01,65.23,1.95
1980-10,Madhya Pradesh,23.54,13.59,82.18,4.54
1980-11,Madhya Pradesh,25.18,30.65,72.8,3.13
1980-12,Madhya Pradesh,27.71,2.57,61.19,4.74
1981-01,Madhya Pradesh,31.88,15.05,63.47,3.41
1981-02,Madhya Pradesh,32.71,27.89,83.05,1.21
1981-03,Madhya Pradesh,34.04,10.69,76.03,1.26
1981-04,Madhya Pradesh,32.91,57.86,77.14,2.63
1981-05,Madhya Pradesh,31.79,32.06,69.01,3.96
1981-06,Madhya Pradesh,28.85,53.55,50.98,2.7
1981-07,Madhya Pradesh,24.09,24.0,58.45,2.98
1981-08,Madhya Pradesh,21.33,2.76,55.24,5.98
1981-09,Madhya Pradesh,22.16,43.19,56.02,1.44
1981-10,Madhya Pradesh,24.45,9.35,81.57,2.58
1981-11,Madhya Pradesh,27.96,30.14,55.76,2.04
1981-12,Madhya Pradesh,27.81,7.34,69.48,2.05
1982-01,Madhya Pradesh,32.77,34.14,64.28,2.94
1982-02,Madhya Pradesh,33.95,6.88,84.8,2.1
1982-03,Madhya Pradesh,34.19,15.01,70.13,5.3
1982-04,Madhya Pradesh,33.37,15.7,72.1,5.17
1982-05,Madhya Pradesh,30.37,18.18,70.18,2.02
1982-06,Madhya Pradesh,29.67,4.91,48.63,5.65
1982-07,Madhya Pradesh,24.39,19.51,73.65,5.71
1982-08,Madhya Pradesh,23.19,14.99,48.36,4.21
1982-09,Madhya Pradesh,23.84,27.95,70.94,3.54
1982-10,Madhya Pradesh,22.85,8.01,83.21,2.14
1982-11,Madhya Pradesh,24.57,31.27,75.67,3.87
1982-12,Madhya Pradesh,28.19,15.02,64.74,5.4
1983-01,Madhya Pradesh,31.48,8.96,75.26,3.09
1983-02,Madhya Pradesh,32.81,90.54,47.41,3.09
1983-03,Madhya Pradesh,34.87,11.59,76.35,3.68
1983-04,Madhya Pradesh,32.58,12.23,62.87,4.5
1983-05,Madhya Pradesh,31.4,37.45,57.56,3.25
1983-06,Madhya Pradesh,26.95,14.16,82.0,5.94
1983-07,Madhya Pradesh,26.95,30.65,62.32,1.95
1983-08,Madhya Pradesh,22.11,20.6,47.09,5.62
1983-09,Madhya Pradesh,21.7,53.87,69.23,5.23
1983-10,Madhya Pradesh,25.11,6.02,64.43,3.2
1983-11,Madhya Pradesh,25.38,3.9,56.69,4.0
1983-12,Madhya Pradesh,26.85,20.08,74.55,3.42
1984-01,Madhya Pradesh,30.66,26.7,72.14,2.69
1984-02,Madhya Pradesh,34.23,33.1,66.68,2.94
1984-03,Madhya Pradesh,32.84,31.77,83.19,5.09
1984-04,Madhya Pradesh,32.97,9.14,80.67,5.22
1984-05,Madhya Pradesh,31.79,10.15,64.86,5.68
1984-06,Madhya Pradesh,27.29,9.45,60.28,2.85
1984-07,Madhya Pradesh,25.09,22.88,60.53,4.51
1984-08,Madhya Pradesh,23.84,4.16,81.7,3.13
1984-09,Madhya Pradesh,21.51,35.81,47.38,1.83
1984-10,Madhya Pradesh,22.72,24.59,49.45,4.71
1984-11,Madhya Pradesh,25.23,13.09,55.23,3.87
1984-12,Madhya Pradesh,30.31,5.37,64.95,1.33
1985-01,Madhya Pradesh,32.41,16.02,71.4,2.18
1985-02,Madhya Pradesh,32.54,27.31,77.38,1.46
1985-03,Madhya Pradesh,33.51,44.63,70.79,5.68
1985-04,Madhya Pradesh,33.01,7.1,83.13,1.3
1985-05,Madhya Pradesh,31.36,5.99,47.17,4.94
1985-06,Madhya Pradesh,28.49,23.18,79.93,1.19
1985-07,Madhya Pradesh,25.39,42.25,53.51,2.05
1985-08,Madhya Pradesh,22.29,24.18,81.06,1.21
1985-09,Madhya Pradesh,24.07,13.32,54.87,2.54
1985-10,Madhya Pradesh,23.87,6.86,83.51,5.47
1985-11,Madhya Pradesh,24.75,7.21,64.38,2.5
1985-12,Madhya Pradesh,27.39,21.81,59.47,1.36
1986-01,Madhya Pradesh,32.11,7.75,58.12,5.64
1986-02,Madhya Pradesh,32.02,15.72,75.43,5.16
1986-03,Madhya Pradesh,33.23,28.16,52.85,4.35
1986-04,Madhya Pradesh,34.01,12.07,68.61,2.94
1986-05,Madhya Pradesh,31.21,17.7,59.17,2.14
1986-06,Madhya Pradesh,28.7,46.32,57.16,5.95
1986-07,Madhya Pradesh,23.05,21.99,81.76,4.57
1986-08,Madhya Pradesh,23.46,11.24,48.3,4.83
1986-09,Madhya Pradesh,21.15,28.79,54.02,4.36
1986-10,Madhya Pradesh,24.4,4.81,45.68,4.78
1986-11,Madhya Pradesh,25.27,13.88,84.04,2.45
1986-12,Madhya Pradesh,27.6,7.47,50.97,3.19
1987-01,Madhya Pradesh,31.05,16.55,81.09,5.25
1987-02,Madhya Pradesh,33.36,33.7,84.26,5.84
1987-03,Madhya Pradesh,34.13,17.95,48.17,2.43
1987-04,Madhya Pradesh,34.51,53.6,74.04,5.69
1987-05,Madhya Pradesh,29.7,36.59,81.95,3.59
1987-06,Madhya Pradesh,25.99,8.66,82.35,2.14
1987-07,Madhya Pradesh,24.52,16.94,54.58,2.03
1987-08,Madhya Pradesh,22.66,48.97,81.51,1.19
1987-09,Madhya Pradesh,20.19,15.35,74.5,1.9
1987-10,Madhya Pradesh,20.85,17.77,47.82,5.17
1987-11,Madhya Pradesh,24.29,7.72,56.88,5.32
1987-12,Madhya Pradesh,26.74,26.36,51.24,4.99
1988-01,Madhya Pradesh,30.33,7.21,57.68,2.52
1988-02,Madhya Pradesh,33.18,11.9,52.1,2.25
1988-03,Madhya Pradesh,32.82,6.87,60.66,5.99
1988-04,Madhya Pradesh,30.69,35.19,46.2,3.99
1988-05,Madhya Pradesh,29.67,21.32,84.36,2.99
1988-06,Madhya Pradesh,27.73,29.56,75.1,5.79
1988-07,Madhya Pradesh,24.94,20.17,79.84,4.31
1988-08,Madhya Pradesh,21.85,6.32,57.25,4.54
1988-09,Madhya Pradesh,22.42,14.82,60.27,1.27
1988-10,Madhya Pradesh,24.28,29.81,51.35,5.77
1988-11,Madhya Pradesh,25.17,14.63,61.04,4.21
1988-12,Madhya Pradesh,27.12,7.78,51.43,3.3
1989-01,Madhya Pradesh,30.68,21.08,57.33,5.1
1989-02,Madhya Pradesh,32.65,31.23,50.49,4.45
1989-03,Madhya Pradesh,34.47,54.59,56.06,5.54
1989-04,Madhya Pradesh,33.37,14.4,60.23,1.6
1989-05,Madhya Pradesh,29.15,5.46,63.45,4.3
1989-06,Madhya Pradesh,27.87,20.06,54.1,2.08
1989-07,Madhya Pradesh,25.24,24.91,81.47,1.76
1989-08,Madhya Pradesh,21.18,26.04,57.5,1.14
1989-09,Madhya Pradesh,21.36,8.37,73.5,2.38
1989-10,Madhya Pradesh,22.92,6.86,49.7,1.68
1989-11,Madhya Pradesh,25.21,9.64,64.37,1.91
1989-12,Madhya Pradesh,28.7,20.63,76.03,5.66
1990-01,Madhya Pradesh,30.13,24.58,79.95,5.68
1990-02,Madhya Pradesh,31.74,3.8,58.58,1.78
1990-03,Madhya Pradesh,35.51,21.13,76.19,5.55
1990-04,Madhya Pradesh,32.55,4.16,65.13,5.76
1990-05,Madhya Pradesh,32.11,13.87,83.32,3.58
1990-06,Madhya Pradesh,29.13,20.74,54.17,2.39
1990-07,Madhya Pradesh,25.64,33.94,50.51,4.3
1990-08,Madhya Pradesh,22.65,7.88,74.62,5.56
1990-09,Madhya Pradesh,20.53,26.0,56.53,5.38
1990-10,Madhya Pradesh,22.83,10.4,47.83,1.32
1990-11,Madhya Pradesh,25.51,8.7,55.39,1.49
1990-12,Madhya Pradesh,28.28,33.26,69.96,2.35
1991-01,Madhya Pradesh,30.48,12.15,45.41,5.96
1991-02,Madhya Pradesh,32.74,15.64,63.72,4.35
1991-03,Madhya Pradesh,35.35,6.87,48.61,1.97
1991-04,Madhya Pradesh,33.81,47.14,48.36,1.26
1991-05,Madhya Pradesh,31.93,17.13,80.19,2.71
1991-06,Madhya Pradesh,28.38,7.16,45.36,1.06
1991-07,Madhya Pradesh,24.68,24.72,73.01,5.62
1991-08,Madhya Pradesh,24.62,11.54,82.4,5.55
1991-09,Madhya Pradesh,21.33,23.87,82.93,3.08
1991-10,Madhya Pradesh,21.04,36.33,45.42,3.03
1991-11,Madhya Pradesh,23.92,18.11,48.54,2.5
1991-12,Madhya Pradesh,27.64,5.34,76.48,5.44
1992-01,Madhya Pradesh,32.25,19.65,67.99,1.57
1992-02,Madhya Pradesh,32.74,65.92,46.07,4.17
1992-03,Madhya Pradesh,33.78,18.21,81.22,3.84
1992-04,Madhya Pradesh,32.68,15.12,58.76,2.31
1992-05,Madhya Pradesh,30.5,32.01,58.07,1.2
1992-06,Madhya Pradesh,27.84,11.73,50.92,4.33
1992-07,Madhya Pradesh,23.44,47.11,47.87,3.03
1992-08,Madhya Pradesh,23.25,33.04,71.7,4.21
1992-09,Madhya Pradesh,22.92,24.63,58.08,2.62
1992-10,Madhya Pradesh,21.04,28.01,69.45,4.56
1992-11,Madhya Pradesh,23.88,4.17,46.4,1.69
1992-12,Madhya Pradesh,27.81,4.12,66.81,4.96
1993-01,Madhya Pradesh,30.82,29.54,60.12,3.59
1993-02,Madhya Pradesh,33.72,38.3,76.03,3.81
1993-03,Madhya Pradesh,34.91,15.11,83.84,5.36
1993-04,Madhya Pradesh,33.09,12.65,71.16,4.79
1993-05,Madhya Pradesh,32.7,25.52,45.97,4.34
1993-06,Madhya Pradesh,27.24,15.25,78.4,1.12
1993-07,Madhya Pradesh,24.02,14.71,74.27,2.36
1993-08,Madhya Pradesh,23.41,11.5,61.82,4.81
1993-09,Madhya Pradesh,22.45,25.1,48.52,3.49
1993-10,Madhya Pradesh,22.38,9.19,57.83,2.65
1993-11,Madhya Pradesh,25.67,6.63,61.56,3.22
1993-12,Madhya Pradesh,26.58,39.24,55.68,5.48
1994-01,Madhya Pradesh,30.53,34.94,80.83,2.64
1994-02,Madhya Pradesh,32.13,19.49,59.35,5.93
1994-03,Madhya Pradesh,33.16,4.48,79.63,3.08
1994-04,Madhya Pradesh,33.35,6.37,62.11,3.58
1994-05,Madhya Pradesh,31.72,5.72,83.75,3.55
1994-06,Madhya Pradesh,27.92,32.38,57.12,1.36
1994-07,Madhya Pradesh,25.56,15.82,56.5,5.19
1994-08,Madhya Pradesh,24.82,41.09,49.74,2.46
1994-09,Madhya Pradesh,21.94,32.5,60.54,1.73
1994-10,Madhya Pradesh,24.34,3.5,73.41,1.77
1994-11,Madhya Pradesh,25.71,15.99,75.85,1.36
1994-12,Madhya Pradesh,27.8,21.77,64.61,5.51
1995-01,Madhya Pradesh,32.67,35.83,49.84,5.61
1995-02,Madhya Pradesh,31.62,40.43,57.46,2.79
1995-03,Madhya Pradesh,34.4,12.16,78.86,5.56
1995-04,Madhya Pradesh,32.8,25.27,62.25,5.7
1995-05,Madhya Pradesh,30.05,52.63,67.41,2.4
1995-06,Madhya Pradesh,28.15,8.73,72.79,4.71
1995-07,Madhya Pradesh,25.15,18.67,75.01,1.23
1995-08,Madhya Pradesh,22.61,11.59,59.56,3.52
1995-09,Madhya Pradesh,22.19,37.74,81.19,4.12
1995-10,Madhya Pradesh,24.26,11.12,46.75,4.23
1995-11,Madhya Pradesh,25.41,12.16,56.82,4.87
1995-12,Madhya Pradesh,27.8,10.85,46.33,4.06
1996-01,Madhya Pradesh,29.63,36.26,56.34,3.3
1996-02,Madhya Pradesh,33.98,11.98,80.13,1.69
1996-03,Madhya Pradesh,32.87,8.75,81.8,1.45
1996-04,Madhya Pradesh,32.42,10.85,56.48,3.66
1996-05,Madhya Pradesh,29.8,5.7,54.94,3.89
1996-06,Madhya Pradesh,26.44,9.58,79.61,2.7
1996-07,Madhya Pradesh,24.29,35.2,54.31,2.98
1996-08,Madhya Pradesh,23.71,7.76,63.63,3.24
1996-09,Madhya Pradesh,21.68,11.65,48.3,5.8
1996-10,Madhya Pradesh,23.38,39.84,75.35,2.99
1996-11,Madhya Pradesh,24.31,14.69,71.31,3.87
1996-12,Madhya Pradesh,29.69,11.79,70.39,3.38
1997-01,Madhya Pradesh,29.63,29.91,73.21,1.78
1997-02,Madhya Pradesh,32.18,38.39,63.7,4.5
1997-03,Madhya Pradesh,34.4,21.0,67.63,3.29
1997-04,Madhya Pradesh,32.87,44.62,60.8,3.35
1997-05,Madhya Pradesh,31.62,26.62,58.15,4.23
1997-06,Madhya Pradesh,28.46,11.71,59.78,2.17
1997-07,Madhya Pradesh,24.29,7.92,65.23,4.22
1997-08,Madhya Pradesh,22.06,12.06,47.23,5.89
1997-09,Madhya Pradesh,21.11,9.97,53.71,4.94
1997-10,Madhya Pradesh,23.74,2.98,73.34,3.12
1997-11,Madhya Pradesh,24.99,18.86,46.91,2.43
1997-12,Madhya Pradesh,26.94,7.94,83.21,1.36
1998-01,Madhya Pradesh,32.49,2.05,76.86,3.39
1998-02,Madhya Pradesh,33.44,15.39,81.49,3.31
1998-03,Madhya Pradesh,34.31,13.27,53.08,4.14
1998-04,Madhya Pradesh,34.96,31.0,74.46,1.19
1998-05,Madhya Pradesh,29.15,7.69,75.52,3.16
1998-06,Madhya Pradesh,29.57,41.37,58.49,5.19
1998-07,Madhya Pradesh,24.92,14.93,77.24,2.26
1998-08,Madhya Pradesh,23.56,24.94,81.78,3.29
1998-09,Madhya Pradesh,21.97,20.93,60.53,4.36
1998-10,Madhya Pradesh,22.14,11.95,45.99,2.63
1998-11,Madhya Pradesh,26.21,19.01,82.6,3.1
1998-12,Madhya Pradesh,29.47,37.24,82.05,5.98
1999-01,Madhya Pradesh,31.18,16.07,56.61,1.64
1999-02,Madhya Pradesh,31.48,36.32,78.88,5.52
1999-03,Madhya Pradesh,34.57,9.72,71.67,2.43
1999-04,Madhya Pradesh,32.75,13.52,54.33,5.57
1999-05,Madhya Pradesh,30.25,21.8,62.4,2.28
1999-06,Madhya Pradesh,27.43,33.09,56.91,1.09
1999-07,Madhya Pradesh,24.58,14.29,73.97,5.42
1999-08,Madhya Pradesh,22.87,23.84,55.19,3.1
1999-09,Madhya Pradesh,22.5,25.03,76.18,2.29
1999-10,Madhya Pradesh,21.23,17.92,57.25,1.69
1999-11,Madhya Pradesh,26.07,21.13,60.84,4.0
1999-12,Madhya Pradesh,26.82,20.5,68.28,4.59
2000-01,Madhya Pradesh,32.03,51.0,82.89,4.04
2000-02,Madhya Pradesh,32.79,28.72,73.45,3.82
2000-03,Madhya Pradesh,33.56,36.04,52.1,1.47
2000-04,Madhya Pradesh,34.93,14.57,84.97,1.09
2000-05,Madhya Pradesh,30.15,31.6,80.37,4.96
2000-06,Madhya Pradesh,27.59,5.16,70.19,1.65
2000-07,Madhya Pradesh,23.75,13.6,68.99,4.52
2000-08,Madhya Pradesh,22.92,9.01,46.56,4.97
2000-09,Madhya Pradesh,21.31,11.1,83.17,5.47
2000-10,Madhya Pradesh,23.03,16.2,63.37,2.12
2000-11,Madhya Pradesh,23.52,7.7,56.57,5.94
2000-12,Madhya Pradesh,29.17,32.41,59.34,1.79
2001-01,Madhya Pradesh,31.18,31.04,48.92,3.06
2001-02,Madhya Pradesh,32.86,9.41,66.82,2.23
2001-03,Madhya Pradesh,34.72,63.54,56.33,4.68
2001-04,Madhya Pradesh,32.46,13.93,72.85,4.57
2001-05,Madhya Pradesh,30.68,3.86,72.61,1.96
2001-06,Madhya Pradesh,27.68,16.15,49.6,2.04
2001-07,Madhya Pradesh,24.25,18.12,47.69,3.79
2001-08,Madhya Pradesh,24.93,7.81,50.37,2.8
2001-09,Madhya Pradesh,21.16,0.67,70.72,1.1
2001-10,Madhya Pradesh,22.53,23.68,55.87,5.16
2001-11,Madhya Pradesh,25.31,1.44,60.14,2.52
2001-12,Madhya Pradesh,25.49,30.56,59.29,5.2
2002-01,Madhya Pradesh,32.04,11.62,61.54,3.69
2002-02,Madhya Pradesh,33.83,25.55,72.45,5.94
2002-03,Madhya Pradesh,33.98,17.4,72.69,3.35
2002-04,Madhya Pradesh,33.84,4.34,66.16,1.56
2002-05,Madhya Pradesh,31.69,9.81,66.72,5.15
2002-06,Madhya Pradesh,27.21,20.67,57.08,4.9
2002-07,Madhya Pradesh,25.73,11.72,56.22,2.45
2002-08,Madhya Pradesh,24.22,20.91,84.61,2.31
2002-09,Madhya Pradesh,20.11,32.23,79.13,3.86
2002-10,Madhya Pradesh,22.44,17.22,61.65,2.35
2002-11,Madhya Pradesh,25.61,22.15,64.77,5.41
2002-12,Madhya Pradesh,29.35,45.55,47.05,5.03
2003-01,Madhya Pradesh,30.42,13.61,68.81,3.32
2003-02,Madhya Pradesh,33.48,21.41,51.17,3.9
2003-03,Madhya Pradesh,34.63,38.66,73.48,5.19
2003-04,Madhya Pradesh,33.51,8.68,72.3,4.45
2003-05,Madhya Pradesh,29.83,27.99,52.94,2.95
2003-06,Madhya Pradesh,29.28,6.18,55.23,5.97
2003-07,Madhya Pradesh,25.97,14.11,49.17,3.09
2003-08,Madhya Pradesh,23.76,7.13,77.89,1.68
2003-09,Madhya Pradesh,22.19,10.24,68.81,3.7
2003-10,Madhya Pradesh,22.04,30.29,76.74,1.69
2003-11,Madhya Pradesh,25.74,15.76,70.77,4.56
2003-12,Madhya Pradesh,28.1,59.63,67.37,3.32
2004-01,Madhya Pradesh,29.21,37.61,57.81,3.88
2004-02,Madhya Pradesh,33.52,60.08,54.96,2.8
2004-03,Madhya Pradesh,33.11,14.2,76.23,3.43
2004-04,Madhya Pradesh,33.92,21.56,52.92,1.65
2004-05,Madhya Pradesh,31.71,30.87,83.14,4.1
2004-06,Madhya Pradesh,27.67,14.49,79.0,1.23
2004-07,Madhya Pradesh,23.8,19.09,65.21,1.72
2004-08,Madhya Pradesh,24.21,4.49,83.43,1.63
2004-09,Madhya Pradesh,22.43,11.28,50.15,1.44
2004-10,Madhya Pradesh,23.71,5.86,71.8,4.96
2004-11,Madhya Pradesh,24.9,29.62,77.85,2.6
2004-12,Madhya Pradesh,28.49,9.4,69.54,2.97
2005-01,Madhya Pradesh,29.76,77.04,83.01,3.15
2005-02,Madhya Pradesh,33.18,42.0,52.53,5.72
2005-03,Madhya Pradesh,33.5,39.32,81.39,2.7
2005-04,Madhya Pradesh,34.63,7.63,79.84,5.92
2005-05,Madhya Pradesh,30.64,15.78,64.96,4.84
2005-06,Madhya Pradesh,30.03,23.92,77.78,2.3
2005-07,Madhya Pradesh,25.82,20.36,53.92,5.44
2005-08,Madhya Pradesh,23.92,4.6,77.74,1.47
2005-09,Madhya Pradesh,21.79,9.27,79.8,5.93
2005-10,Madhya Pradesh,23.13,13.18,47.39,4.08
2005-11,Madhya Pradesh,24.18,7.21,51.55,4.88
2005-12,Madhya Pradesh,27.01,31.95,56.61,1.63
2006-01,Madhya Pradesh,29.2,7.99,71.76,1.52
2006-02,Madhya Pradesh,33.17,25.18,61.05,4.62
2006-03,Madhya Pradesh,33.66,28.73,75.05,3.43
2006-04,Madhya Pradesh,33.27,15.15,50.46,1.82
2006-05,Madhya Pradesh,30.11,15.17,68.33,2.45
2006-06,Madhya Pradesh,27.99,20.08,63.66,2.17
2006-07,Madhya Pradesh,23.95,15.37,56.48,2.44
2006-08,Madhya Pradesh,23.03,10.85,64.2,1.79
2006-09,Madhya Pradesh,21.24,9.73,81.82,4.24
2006-10,Madhya Pradesh,24.17,13.21,47.34,1.79
2006-11,Madhya Pradesh,23.78,14.69,51.66,3.67
2006-12,Madhya Pradesh,28.22,13.63,50.09,2.57
2007-01,Madhya Pradesh,32.77,15.3,49.11,3.1
2007-02,Madhya Pradesh,33.64,17.75,83.65,1.62
2007-03,Madhya Pradesh,33.27,13.08,83.68,2.14
2007-04,Madhya Pradesh,33.75,7.74,56.45,1.56
2007-05,Madhya Pradesh,31.38,4.29,76.19,1.93
2007-06,Madhya Pradesh,28.77,28.04,48.95,2.7
2007-07,Madhya Pradesh,24.85,22.07,63.77,3.72
2007-08,Madhya Pradesh,24.07,7.26,72.98,5.17
2007-09,Madhya Pradesh,21.85,2.18,50.25,3.92
2007-10,Madhya Pradesh,21.56,43.76,80.56,4.46
2007-11,Madhya Pradesh,25.34,23.59,59.59,4.15
2007-12,Madhya Pradesh,27.61,6.35,65.87,5.94
2008-01,Madhya Pradesh,31.04,19.97,53.63,2.2
2008-02,Madhya Pradesh,31.5,32.25,69.2,4.66
2008-03,Madhya Pradesh,33.97,6.74,52.59,1.19
2008-04,Madhya Pradesh,33.6,38.06,65.66,1.02
2008-05,Madhya Pradesh,30.92,2.65,84.28,5.13
2008-06,Madhya Pradesh,28.94,10.13,70.67,1.43
2008-07,Madhya Pradesh,25.27,6.79,61.22,2.96
2008-08,Madhya Pradesh,22.95,6.2,59.24,4.36
2008-09,Madhya Pradesh,20.38,31.2,81.12,3.59
2008-10,Madhya Pradesh,24.13,24.7,70.92,3.44
2008-11,Madhya Pradesh,22.93,17.48,66.67,4.96
2008-12,Madhya Pradesh,28.19,7.57,57.96,2.48
2009-01,Madhya Pradesh,31.38,20.09,65.28,1.47
2009-02,Madhya Pradesh,34.68,9.63,61.95,3.52
2009-03,Madhya Pradesh,36.82,15.66,63.57,4.49
2009-04,Madhya Pradesh,33.22,61.69,65.86,4.45
